"","x"
"576","RT @RepMikePence: Dem #healthbill=$52B in new taxes on employers who already cannot afford to give employees #hcr: http://is.gd/aQdZU"
"577","The IRS could hire as many as 16,500 additional auditors and agents to investigate and collect billions in new taxes http://bit.ly/9YkxlZ"
"578","Take cover - the $2.7 billion Obamacare """"tanning tax"""" goes into effect tomorrow!  http://bit.ly/9Fc4oI"
"579","Americans are angry over Washington's Tax to the Max, and Borrow like there's no Tomorrow mindset: http://bit.ly/aq7FGg #tcot #deficit"
"580","The bill includes $569.2 billion in job-killing tax hikes during the worst recession in a generation http://bit.ly/bOtfdx"
"581","Democrats� health care bill has 12 different taxes that break Obama�s pledge to not raise taxes on families making less than $250k a year"
"582","House Dems are playing games with the tax bill - no surprise! I'll be on @foxnews at 4:42 to discuss this with Neil Cavuto - check it out!"
"583","Voting today on cap and trade, a huge energy tax for our country. I'm voting NO- urge your rep's to join me"
"584","i'll be on @FoxBusiness at 3:45 with Eric Bolling, talking about extension of tax cuts - how would it affect your business? #gop #tcot #ohio"
"585","getting ready for an interview with David Asman of @FoxBusiness - talking taxes tonight, tune in at 7p! #tcot #gop"
"586","Watch my discussion on the importance of extending tax cuts to help the economy and to create jobs for Americans: http://bit.ly/a7SeOp #tcot"
"587","The cost of government regulation is a hidden tax imposed on the American people:  http://bit.ly/azOrb1 #tcot"
"588","79 days until the #Obama #tax hikes go into effect.  #tcot"
"589","Ended Tax Day w/ the Contract from America- in the same place folks like you came to speak out. See it on @NRO http://bit.ly/aquTaj #tcot"
"590","As you know, it's tax day. And guess how congress wants to spend your money? http://bit.ly/aBRybP #tcot #gop #taxday #teaparty"
"591","Votes have been canceled this week in the House due to the snow in DC. Your tax dollars are safe until Monday!"
"592","This energy bill is a national energy tax and I urge you to call your representative"
"593","A lot of folks are calling our office to voice their opinion against cap &amp; tax- call your representative if you oppose the nat'l energy tax"
"594","headed to DC this afternoon - what are your thoughts on cap &amp; tax?"
"595","just finished press conference for the Economic Recovery and Middle-Class Tax Relief Act: http://tinyurl.com/7zrddq"
"596","RT @DarrellIssa: My commitment is to protect taxpayer $ from #Obama Admin's punting on festering Fannie/Freddie fiasco http://bit.ly/dug ..."
"597","RT @GOPLeader: RT @USRepSullivan GOP cares about #HC, but we don�t care for the Dem bill. Higher Premiums, higher taxes and cutting medi ..."
"598","Dems refused to support another amendment that would have prohibited the use of tax $$$ for abortion services."
"599","White House #hcr plan offers same prescription of higher taxes and bigger government http://bit.ly/cGjMx0 #tcot"
"600","Pelosi &amp; her leadership team ignore bipartisan support for tax-cut extension http://bit.ly/bNHIsZ #tcot #gop"
"601","Voted to prevent $3.8 trillion tax increase that would have hammered farmers, families and job creators http://bit.ly/eD3AjS #GOP"
"602","""""fix it"""" reconciliation passed 220-211, with special deals, added tax increases, provivions for 16,000 IRS agents. Battle continues in Sen."
"603","Great town hall w/Exton Chamber. Small biz owners extremely wary of mandates and tax hikes in hc law http://bit.ly/9UbQgs #speakingout"
"604","Taxpayers will still be digging out from the Harry Reid Blizzard of 2009 long after all this snow melts http://bit.ly/5rvVq8 #tcot"
"605","Pelosi Bill barely passes House...39 Dems and  all 176 Republicans opposed higher taxes and Big Govt health care"
"606","Despite bipartisan support for making sure no one�s taxes increase next yr, House votes to hammer small biz http://bit.ly/guzF3z #gop"
"607","Great concern over setting up a govt-run program and significant tax hikes. All agree that reforms are needed, just not these reforms."
"608","just finished interview with WEEU in Reading to discuss the $900-plus billion tax hikes and Medicare cuts in #healthcare"
"609","New health care law means higher taxes for job creators here in 6th District and throughout PA http://bit.ly/c3Fkdu"
"610","Tele-Town Hall poll results in Berks County: 74 percent oppose Obama's bank tax proposal"
"611","Why should a House Committee Chairman be less accountable than the hard-working American taxpayers? http://bit.ly/9pFXA #tcot"
"612","I like Mitt Romney's suggestion to give each taxpayer shares of this stock (since they own it anyway) so they can be in charge of the co."
"613","IRS latest 2 cut ACORN loose - more proof  HUD needs to act quickly on audit request 2 protect taxpayers http://bit.ly/sFVWM #acorn"
"614","Gitmo terrorists belong right where they are and taxpayers shouldn't have to pay more for their transfer and housing in USA."
"615","House is gearing up for major vote today on Pelosi HC bill, which includes a $2 billion/yr tax on med devices that improve lives/create jobs"
"616","First new tax mandated by $1 trillion health care overhaul will start to burn small businesses tomorrow http://bit.ly/cZ8bOD #smallbiz"
"617","If the law allows the use of tax $$$ for abortion,that trumps any exec order from the President.  Hard to believe Stupak fell for this ploy."
"618","http://twitpic.com/odm12 - GOP """"House Call"""" today in favor of true HC reform, not bigger govt and higher taxes"
"619","Today, taxpayers are reminded that the three most dreaded letters in America are IRS  http://bit.ly/9TxYX8 #TaxDay #tcot"
"620","Thanks to everyone for great questions about jobs, taxes, spending and Soc Security during today's tele-town hall in Chester Co."
"621","How much will Pelosi/Reid #hcr proposals cost PA taxpayers? Hope Rendell administration can answer that http://bit.ly/7BcF7l #tcot"
"622","Very disappointed Pres will use taxpayer $$ to buy Ill prison to house Gitmo terrorists."
"623","Stupak amendment to ban taxpayer $ for abortions in public option passed. 176 R's and 64 D's supported it."
"624","Debate concluded on allowing taxpayer $ to be used for abortion. Blue Dog Dems demad vote on this  in exchange 4 supporting final bill"
"625","Amendment we offered to remove tax on med devices failed along party line vote last night. More updates as votes happen."
"626","Speaker Pelosi's plan for $2 billion-a-year tax on medical device mfgs a bitter pill for PA employers http://bit.ly/3puWyz #tcot #hc #GOP"
"627","http://twitpic.com/o5ljj - Small biotech companies worried higher taxes in Pelosi HC bill will dry up investment and kill jobs"
"628","http://twitpic.com/o5kzm - Great roundtable discussion this AM in Malvern re:toll taxes in Pelosi HC bill would have on small biotech busine"
"629","Pelosi's 2.5 %""""wheel chair tax"""" would mean fewer jobs, less innovation for PA's approx 600 medical device mfgs that employ 20,000"
"630","Glad to support bill introduced by @GOPLeader to make sure taxpayers not forced to subsidize ACORN #acorn #tcot"
"631","Busy day in district discussing commuter rail svc from Berks-Philly and efforts to keep taxes low, create jobs with Greater Reading Chamber"
"632","Big Banks started repaying taxpayers today http://bit.ly/bP2Qx"
"633","The IRS could hire as many as 16,500 additional auditors and agents to investigate and collect billions in new taxes http://bit.ly/9YkxlZ"
"634","The bill includes $569.2 billion in job-killing tax hikes during the worst recession in a generation http://bit.ly/bOtfdx"
"635","Cap and Tax is expected on the House floor tomorrow. I am against this legislation http://bit.ly/hFzJ1"
"636","Supporting Arkansas' Unemployed and the Extension of Homebuyer Tax Credit http://bit.ly/3zxSG4"
"637","No to Value-Added Tax. VAT will only result in additional hardships for America�s families and job-creating small businesses. #VAT"
"638","RT @gopconference: RT @GOPLeader Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut sp ..."
"639","Honored to be named a 'Taxpayer Hero' by the Council for Citizens Against Government Waste http://tinyurl.com/2b58lbw"
"640","Did you contribute to relief efforts in Haiti? You may be eligible for this tax break. http://bit.ly/6PqRYB"
"641","RT @RepMikePence: RT@gopconference #HCR takeover=$52B in new taxes on employers who already cannot afford to pay employees #healthcare:  ..."
"642","RT @gopconference: Caution: Tax Increases Ahead - The Largest In American History http://bit.ly/9RaK0d"
"643","RT @gopconference: New Analysis: Letting tax cuts expire will kill economic recovery http://bit.ly/9CupTW"
"644","More Charlie Rangel activity next week. He called this 'unfair.' What's unfair: Guy who oversees taxes not paying taxes http://bit.ly/16oGlJ"
"645","The Baucus bill is a tax bill ... http://online.wsj.com/article/SB10001424052748704107204574471292249934348.html #tcot"
"646","My America Speaking Out idea: Scrap the tax code and start all over http://bit.ly/d0jZU3 Your thoughts and RTs are appreciated"
"647","New tax: Make �black liquor� ineligible for cellulosic biofuel producer credit ... $23.6B over 10 yrs #tcot #gop #tpp"
"648","Why did we waste $787 million taxpayer dollars on a Stimulus that has not done anything to prevent an unemployment rate of 9.4%?"
"649","Democrats� health care bill has 12 different taxes that break Obama�s pledge to not raise taxes on families making less than $250k a year"
"650","RT @DarrellIssa BREAKING:GAO agrees to investigate ACORN's use of taxpayer funds. http://bit.ly/6hEdD4 Fire lit under DoJ? #tcot #acorn"
"651","The IRS could hire as many as 16,500 additional auditors and agents to investigate and collect billions in new taxes http://bit.ly/9YkxlZ"
"652","RT @WMRepublicans Dems increased taxes $670 BILLION &amp; counting...14 tax hikes on middle class breaking Pres promise http://bit.ly/9eTmmj"
"653","Democrats Vote for Double-Standard on Tax Penalties: http://bit.ly/1xxwh #tcot #gop #removerangel #cultureofcorruption"
"654","RT @GOPLeader CBO Confirms GOP Plan Will Lower #HealthCare Premiums, Reduce Deficit Without Tax Hikes http://bit.ly/272GGb"
"655","RT @GOPConference New GOP Video: """"Your Taxes, Their Spending."""" http://bit.ly/ajxPIk"
"656","RT @gopconference: ObamaCare Flatlines: An Overdose of Job Killing Taxes and Costs http://bit.ly/bGerJY #tcot #hcr #aprilfools"
"657","RT @GOPLeader FACT CHECK: A �Yes� Vote is A Vote For Taxpayer-Funded Abortions http://ow.ly/1p9aF #hcr"
"658","RT @GOPConference Wall Street Bailouts + Higher Taxes + Bloated Government = Zero Jobs http://bit.ly/bdGeRm @ConfPolicy"
"659","RT @GOPLeader: Dems betting on �lame duck� Congress to jam through a national energy tax http://bit.ly/brweCK //&amp; VAT, &amp; card ck &amp; capntrade"
"660","Check out my Tax Day blog: The tax man cometh. For most of us.  http://www.redcounty.com/tax-man-cometh-most-us/38756 #tcot #gop #tpp"
"661","RT @GOPLeader Job Killer: Dem #hcr raise taxes on interest, dividends, annuities, royalties, cap gains &amp; rents http://ow.ly/1oqA9"
"662","RT: @GOPLeader Madame Speaker, GOP &amp; Democrats Agree President Obama�s Bill Authorizes Taxpayer-Funded Abortion http://bit.ly/aqsKHn"
"663","RT @WMRepublicans Dem """"small biz tax credit"""" nearly impossible to navigate, offers no help, encourages wage &amp; job cuts  http://bit.ly/bCDvho"
"664","RT @RepMikePence @washingtonpost - CBO Chief: Cap and Tax would slow
economy: http://bit.ly/3pOOJN #tcot #AESG #capandtax"
"665","Las Vegas Review-Journal: High Standards; Shady Rangel still heading tax committee http://bit.ly/dvevYg #tcot #gop"
"666","New tax: 10% tax on indoor UV tanning services ... $2.7B over 10 yrs #tcot #gop #tpp"
"667","@profsteed It is a tax on individuals, on income that comes from their small businesses. http://bit.ly/4bqcw3"
"668","Unemployment taxes for many TX biz will triple next year ... http://bit.ly/6C3KHQ"
"669","RT @GOPConference RT @boblatta ObamaCare to Force Middle Class Taxes http://amplify.com/u/4wyf"
"670","Posted Federal tax returns online; challenge Rangel, Geithner to do same http://bit.ly/49cwUI, http://bit.ly/lNxiG #tcot #gop"
"671","RT @RepDaveCamp Under Dem #hcr plan, IRS could hire 16,000+ auditors to enforce new taxes &amp; fines: http://bit.ly/b39QG3 @wmrepublicans"
"672","The bill includes $569.2 billion in job-killing tax hikes during the worst recession in a generation http://bit.ly/bOtfdx"
"673","Update: #ifyoucant afford your taxes, you can always write """"Rangel Rule"""" on the form, though I don't think the IRS is accepting that yet."
"674","Healthcare law socks middle class with a $3.9 billion tax increase (in one year) http://amplify.com/u/4gve"
"675","RT @boblatta RT @RepDaveCamp: Don't be fooled: This bill is the largest tax increase in history http://bit.ly/9wxhxm #tcot #fb #handsoff"
"676","New tax: Annual tax on brand name pharmaceuticals ... $27B over 10 years #tcot #gop #tpp"
"677","RT @PeterRoskam Caterpillar+Deere, 2 major IL employers, will bear $250m in new PelosiCare taxes. It's a fact: #hcrcostsjobs"
"678","Like the budget the president introduced a year ago, the Fiscal Year 2011 budget spends too much, taxes too much and borrows too much."
"679","RT @WMRepublicans Dem """"small biz tax credit"""" nearly impossible to navigate, offers no help, encourages wage &amp; job cuts http://bit.ly/ad9soH"
"680","RT @GOPWhip: NYT Reports """"To Cut Debt, #Obama Shifts on No Tax Vow"""" http://j.mp/cbxMvZ #tcot #tlot #ocra #gop"
"681","RT @GOPWhip: 149 days until the #DemTaxHike hits. In case you missed it, CNN reported on this yesterday-Video here: http://j.mp/bseq09 #tcot"
"682","RT @BDayspring #IRS spends $80 mill in taxpayer stimulus $$ to renovate its offices http://ow.ly/1xZLw &amp;lt;- good thing it's almost tax payday"
"683","If you (the working man) has to pay taxes, penalties and interest, why don't people like Tim Geithner &amp; Charlie Rangel (the rich) have to?"
"684","RT @GOPConference Tax dollars at Work for Botox and More http://tinyurl.com/ybokkll #handsoff #tcot"
"685","New tax: Require information reporting on payments to corporations ... $17.1B over 10 yrs #tcot #gop #tpp"
"686","I'm heading back to DC to gear up for the fight against Cap-and-Tax. We need an energy policy that will reduce costs, not increase them."
"687","Dems exempt unions from health plan taxes http://on.wsj.com/8GFVFD i.e. Dems create diff classes. Sorry if you're not in preferred class."
"688","Please be sure to give me your thoughts on my America Speaking Out idea http://bit.ly/cVk17Y Start over with the tax law in this country"
"689","You know the tax code's broken when the IRS commissioner can't do his own taxes http://bit.ly/d0jZU3 Post your thoughts on @usaspeakingout"
"690","RT @johnculberson On House floor voting to remove Rangel as Chair of tax comm but Pelosi won't do it though he hides income &amp; dodges taxes"
"691","""""Vulnerable Democrats ask Congress, Obama to extend Bush tax cuts"""" The Hill: http://bit.ly/5keYh9 #tcot #gop"
"692","New tax: Impose additional requirements for section 501(c)(3) hospitals ... $.4B over 10 yrs #tcot #gop #tpp"
"693","IRS chief: No Obamacare insurance, no tax return http://amplify.com/u/4lt5"
"694","Op-Ed: The Coming Tax Tsunami http://bit.ly/aL6zSc #tcot #gop #teaparty #tpp #taxday"
"695","The health care takeover contains $52 billion in new taxes on employers who already cannot afford to pay their employees health care"
"696","RT @CatoInstitute Tim Geithner's lifelong love of bailouts http://bit.ly/5Cx80p #politics #obama #tlot &amp;lt;- and not paying taxes"
"697","The largest tax cut in history? Are they kidding? Surely this is a joke. http://amplify.com/u/3mk1"
"698","In 6 months, the cost of Obama's health care plan has gone up, while taxpayer savings have go... http://amplify.com/u/21dw"
"699","Yep, raising taxes to pay for healthcare ... http://bit.ly/5X3aWb #tcot"
"700","RT @boblatta: Democrat Committee Chair Wants Taxpayer Funded Abortions http://amplify.com/u/32k5"
"701","President's healthcare plan is also a takeover bc it includes billions in new taxes and trillions in govt spending"
"702","Tax day is coming up! #ifyoucant afford the amount you owe, there are some options. http://bit.ly/9ycb6Y"
"703","RT @SmallBizRepub Pelosi's Employment Advice: Quit Your Job, Get Free Health Care bc taxpayers will pay for health care http://bit.ly/cIq3as"
"704","RT @RepJoeBarton IRS May Withhold Tax Refunds to Enforce Health-Care Law  http://amplify.com/u/4skg"
"705","CBO score says #hc reconciliation bill will increase the employer penalty payments / taxes by $25 billion (to $52 billion)"
"706","Good deal for taxpayers? http://amplify.com/u/16nf"
"707","$13 billion tax increase on families with special needs thanks to Obamacare http://amplify.com/u/4gja"
"708","RT @RepMikeRogersAL RT @Senate_GOPs Does It Make Sense to Spend $2.5 Trillion to Raise Premiums, Costs, Taxes? http://bit.ly/bWC0rQ"
"709","RT @RepDanBurton My commitment is to uphold the Constitution, cut taxes and eliminate government waste! #tcot #RSC"
"710","RT @BDayspring Gibbs says wasteful #stimulus signs let people know how $ is spent. Using taxpayer $ to tell taxpayers how WH is spending $"
"711","Taxpayers should all be treated alike. If Geithner's exempt, you should be too! http://amplify.com/u/12ig"
"712","Why do Democrats believe every #healthcare bill must begin w/tax hikes, job-killing mandates, Medicare cuts and higher premiums? #tcot #gop"
"713","New tax: Bon the purchase of over_the_counter drugs using funds from
FSAs, HSAs and HRAs .. $5B over 10 years #tcot #gop #tpp"
"714","CBO score says #hc reconciliation bill will increase individual penalty payments / taxes by $2 billion (to $17 billion)"
"715","New tax: 2.3% excise tax on certain medical devices ... $20B over 10 yrs #tcot #gop #tpp"
"716","Obama to shut out gov't contractors that don�t pay US taxes http://shar.es/aT4eh  shouldn't he start w/own party who don't pay taxes?"
"717","RT @gopconference: Pence Introduces Bill to Protect U.S. Taxpayers From Bailing Out European Countries http://bit.ly/bCdLTF"
"718","Charlie Rangel says capital gains tax could fund health reform: http://bit.ly/7eMqGI via @addthis More taxes .... #tcot #gop"
"719","CBO score says #hc reconciliation bill will reduce tax on �Cadillac� plans by $117 billion due to deal w/the unions (to $32 billion)"
"720","New tax: Limit the deduction for compensation to officers, employees and
directors of certain health insurance providers... $.6B over 10 yrs"
"721","If you're in DC for Tax Day Tea Party, Louie Gohmert and I have set up some refreshments in Cannon HOB. Let me know if you're interested!"
"722","New tax: Double the penalty for non_qualified HSA distributions ... $1.4B over 10 yrs #tcot #gop #tpp"
"723","Joint Committee on Taxation estimates people who use their HSAs, FSAs or HRAs to buy OTC drugs will pay an additional $5 billion in taxes"
"724","RT @RepMikePence: I said yesterday that this #summit looked like a taxpayer funded media event, looks like I was right: http://ow.ly/1biDA"
"725","Hear about this? The gov't money printers are using tax dollar rewards to get fed. employees to return gov't property! http://bit.ly/5mWkpe"
"726","Higher taxes, runaway spending, gov bailouts, takeovers &amp; mandates continue to have a chilling effect on US job creators. http://ow.ly/1KLZM"
"727","Today is the last day to vote on my """"Tax Cut Compromise"""" #poll. Your opinion is important. Cast your vote: http://bit.ly/ga765b"
"728","My statement on the Tax Cut Deal: http://bit.ly/eeNpRY"
"729","I say we must cut taxes, scale back the bureaucracy, out-of-control spending &amp; government control if we want to achieve real change!"
"730","Same failed policies cost US 95k jobs.  History proves tax cuts spur the economy.  Stop spending, cut taxes: http://bit.ly/b0yeuL"
"731","#poll Do You Support The Tax Cut Compromise? http://twtpoll.com/i8qb43"
"732","My commitment is: to uphold my pledge to vote NO to any bill with a tax increase. #RSC"
"733","Was presented the �Tax Fighter � Award  by  The National Tax Limitation Committee for a consistent voting record to lower American taxes."
"734","From taxpayer funded programs to amnesty, the lame-duck session hasn�t fallen short on political wheeling &amp; dealing: http://bit.ly/hGOelF"
"735","The IRS is holding FREE tax workshops (9am-2pm) 4 veterans ths Saturday, Sept. 25. Find the closest office open in TX: http://bit.ly/cOXuKO"
"736","RT @MyFoxHouston: Poe on Tax Cuts, WikiLeaks, Koreas: Congressional Corner segment on FOX 26 Morning News http://tinyurl.com/2cko8xp"
"737","Your Tax Cut Compromise Questions Answered: http://on.fb.me/esClq0 #tcot"
"738","Tune in to the Lars Larson Show NOW. I'm discussing tax increases: http://bit.ly/9CpLJJ"
"739","I Support a REAL Stimulus�Cut Taxes &amp; Stop Spending: http://bit.ly/aMIjYV"
"740","The IMF may join the EU in a $1 tril bailout of Euro-zone countries, possibly raising the risk for American taxpayers! http://ow.ly/1KM21"
"741","New taxes + new bureaucracy + new debt = new healthcare proposal.  http://ow.ly/1biCI"
"742","Check out my floor speech, Tax, Tax, Tax: http://bit.ly/1StMC"
"743","Check out my floor speech """"Senate Healthcare Bill, Just Another Tax Bill"""" http://bit.ly/DHuBY"
"744","Small businesses: start your engines. Win for economy POTUS agrees to extend GOP tax cuts for all. Final bill TBD http://tinyurl.com/323ecw9"
"745","My enewsletter is on the web re: next steps for the new Congress &amp; our commitment to stop the $3.9 tril tax hike. http://tinyurl.com/22twaph"
"746","#WWRD - GOP would end the taxpayer-funded bailouts of failed financial institutions and enact stronger reform to bring back accountability."
"747","Signed on as a cosponsor for HR1716, """"Property Tax Relief Act of 2009"""" http://is.gd/wG1E"
"748","President Obama and Republicans talk tax cuts and bipartisanship. http://tinyurl.com/2bt3pnm"
"749","Judy opposes taxpayer bailouts, proposes tax relief plan to boost small business growth: http://tinyurl.com/2vpl6yz"
"750","Already 10,000+ votes on YouCut - A clear message to Washington that taxpayers want to see Congress cut the wasteful government spending."
"751","I uploaded a YouTube video -- Rep. Biggert promotes small business tax relief over new ... http://youtu.be/BdulItJo_O8?a"
"752","In case you missed it: We talked tax cuts on Fox Chicago�s Sunday News. http://tinyurl.com/36dkvzx"
"753","Tax day is a grim reminder that every dollar of waste comes out of the pocket of a working American. http://tinyurl.com/y3jzqvd"
"754","ICYMI: Great editorial from yesterday's Trib on some of the issues w cap&amp;tax http://bit.ly/8ZEdi #capntax"
"755","Great article from Washington Post illustrating negative impact of taxation on small businesses http://is.gd/uQr0"
"756","Senate health deal is just more of the same - Medicare cuts, higher premiums, higher taxes. We can do better.  http://tinyurl.com/y9k4ebf"
"757","Judy discusses need for Medicare fraud reform, costs taxpayers $10+ billion per year. Has introduced bills to fight fraud. Now last question"
"758","Moved recently? The IRS may owe you money. Tribune reports that 3,600+ Illinois taxpayers have unclaimed checks. http://tinyurl.com/2cxrj9o"
"759","New online poll � tell me if you think Congress should extend the soon-to-expire tax cuts. http://tinyurl.com/2ayemqz"
"760","LAME DUCK AGENDA (according to CQ) � FY11 $, taxes, FDA recalls, unemployment, defense, arms treaty, school lunches, SS checks, &amp; doc fix"
"761","Nat�l unemployment rose to 9.6%. We must stop the $3.8 trillion tax hike that will hit individuals and small businesses Jan. 1."
"762","#YouCut winner this week would save taxpayers $1.2 billion over 10 years, end union activities on taxpayer dime"
"763","Judy has been selected as a Conferee on the Democrat�s Financial Reg Bill, and will fight for smarter reform that ends taxpayer bailouts."
"764","Judy puts Fannie and Freddie under GAO spotlight, works to end taxpayer bailouts. http://tinyurl.com/22kuhds"
"765","Passed a bill to boost charitable contributions to Haiti and Chile by accelerating tax benefits. Americans are making a huge difference."
"766","President�s new health plan just more of the same � tax hikes and government control. Time for a fresh approach: http://tinyurl.com/yhug6js"
"767","Sun-Times article explains how extending the homebuyer tax credit could help boost the Chicagoland economy http://bit.ly/4fRbsk"
"768","I'll be voting no on the Waxman-Markey """"cap &amp; tax"""" bill today. Thanks to so many of you for contacting me on this, great to see people care"
"769","""""Taxes go up, incomes go down, jobs go away"""" under #aces energy costs rise 50-90%, GDP drops by trillions in long run"
"770","Final panelist: David Kreutzer of #heritage calls cap-trade an energy tax, says increased alt energy production will not compensate for this"
"771","Davis (USCC) refers to #aces as a tax on business, argues that developing nations may not follow america's lead on addressing this."
"772","Lots of talk about taxes, economy, etc., need for more transparency &amp; accountability"
"773","Talking abt need to cut taxes on small business, help them access credit - theyr engines of job creation, taxes hikes in recession will hurt"
"774","Question re: allocation of stimulus $$;  not enough shovel-ready projects, tax relief and too much money thrown around"
"775","Innovation from Argonne &amp; other labs is a better solution to climate change than taxes on working families http://is.gd/qAin"
"776","Just intro'd alternative plan to help homeowners and provide fairness to taxpayers http://tinyurl.com/bmcbdt"
"777","RT @gopconference: The IRS could hire as many as 16,500 additional auditors and agents to investigate and collect billions in new taxes  ..."
"778","The countdown continues�only 64 days until the Dem tax hike hits American families and small businesses. http://bit.ly/9ur2gk"
"779","Taxpayers should not be on the hook for a $1 trillion bailout of Freddie and Fannie: http://www.cnbc.com/id/37982580"
"780","The majority of the American people support a two-year extension of the tax cuts. Gallup: http://bit.ly/fLhKlR"
"781","It�s time to extend the tax levels that will preserve confidence in the market and put people back to work! http://on.wsj.com/9zF5gC"
"782","RT @GOPLeader: If Dems raise taxes, small businesses would face """"virtually the highest tax rates in the world� http://on.wsj.com/dWWUef  ..."
"783","Tax relief needs to be extended to ALL Americans http://bit.ly/90sqTE"
"784","An insightful but discouraging article about job growth (or lack thereof) in the Inland Empire http://bit.ly/8X5W5F #CAgop #TCOT #demtaxhike"
"785","RT @johnboehner: Via @thehill, Report shows small businesses hit hard by Obama's tax hikes http://is.gd/f4kQg"
"786","Congress is back in session today &amp; we�ve got a lot of work to do. First is stopping the Dems job-killing tax hike. http://on.wsj.com/hvLvta"
"787","RT @johnboehner: """"GOP proposes renewing tax cuts, freezing spending"""" http://ow.ly/2B8KE  (via @ap)"
"788","Obama may use �executive actions� to further agenda: does this mean cap and tax and amnesty for illegals? http://lat.ms/cifL4K #noamnesty"
"789","Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now."
"790","Do you support an extension of tax cuts? Send me your feedback here: http://bit.ly/faYs35 #tcot #gop"
"791","Last night I voted to prevent a crushing tax increase on working Americans. http://bit.ly/h36hoQ"
"792","""""The liberals' failure to prevent job-killing tax increases has undermined the ability of the U.S. economy to rebound"""" http://bit.ly/9YY0jq"
"793","RT @gopconference: President�s advisor, Christina Romer, has said �tax cuts have positive output effects.� http://bit.ly/bbYC2y #GOP"
"794","RT @thehill: WHIP COUNT: Democrats in favor of extending all of the Bush tax cuts http://bit.ly/dr9h2U"
"795","The #DemTaxHike will decrease business investment, decrease personal savings &amp; kill 693,000 jobs a year through 2020. http://bit.ly/aDSb8l"
"796","Republicans are united on position that tax rates shouldn�t go up when there is so much unemployment and uncertainty in the economy. #tcot"
"797","I�m very encouraged to see that the White House has put forth a tax extension plan that reflects the desires of the American people. #Pledge"
"798","It�s time to eliminate the death tax. Govt shouldn�t be allowed to take up to 55% of your money when you die! http://bit.ly/afyTpV #tcot"
"799","Congress must act now to prevent tax increases that will harm small businesses and families. #tcot #gop #DemTaxHike"
"800","New job numbers today� unemployment now at 9.8%, further proof that now is not the time to raise taxes on ANY American. http://bit.ly/dSQu1d"
"801","Since Obama took office, Dems have raised taxes by over $670 billion, and have used nearly all of it to increase the size of gov't."
"802","Obama finally meeting with Republican leaders today- let�s stop tax hikes before they�re imposed on working Americans. http://bit.ly/ifahda"
"803","Congress has 4 weeks to stop the Democrats� 2011 tax increases from hitting families &amp; small businesses. #p2 #tcot http://bit.ly/csGclb"
"804","Yesterday's vote on the state bailout bill was just another bailout at taxpayers expense. http://bit.ly/9mkAun. Let us know what #YouCut."
"805","RT @GOPLeader: It�s official: Dems to call House back on Tuesday to pass more �stimulus� spending, """"paid for"""" with new job-killing tax o ..."
"806","RT @reptomprice 141 days until the Democrats� 2011 tax increases hit American families and small businesses. #DemTaxHike"
"807","The American people have spoken &amp; today I plan to support the #YouCut proposal to terminate taxpayer funding for NPR http://bit.ly/bXCO2l"
"808","The impending tax increases must be stopped - I am fighting for the American people and not backing down. #demtaxhike #tax"
"809","If Democrats REALLY wanted to help small biz, they�d start by stopping the massive $3.8 billion tax hike set to take effect in Jan. #JOBS"
"810","Spend less, tax less, regulate less. #wherearethejobs"
"811","I hope Obama delivers on his promise to work with the GOP on tax-cut extensions, energy and education. http://bit.ly/aWw4nM"
"812","95,000 jobs lost in September. Manufacturing &amp; construction are hurting. This is NOT a time 2 be raising taxes. #DemTaxHike #wherearethejobs"
"813","(Part 2 of 2) Pelosi has wasted 4 years on ruinous cap-and-tax vs. finding real solutions. We need an all-of-the-above energy program. #TCOT"
"814","Now is the worst possible time for a tax increase on ANY American http://bit.ly/eOCjZ6"
"815","The days of tax and spend must come to an end. http://bit.ly/fVM9sT"
"816","Pelosi has 47 days to stop the Democrats� 2011 tax increases that will hit American families and small businesses."
"817","Republicans are prepared to take on the fight to stop the Dems tax hikes http://bit.ly/9BLw35"
"818","Only 70 days until the $3.8 trillion the liberals� tax hikes go into effect. Watch the countdown here: http://j.mp/cJX8T0  #tcot"
"819","TAXES are a top concern for Americans. We must keep taxes low- you can spend your money better than Pelosi can. http://usat.ly/aR8srw #tcot"
"820","Another bleak economic forecast for the Inland Empire � http://bit.ly/aK9qs0. We must stop the #Demtaxhike to stimulate job growth #cagop"
"821","Dems can�t agree on the issue of taxes. Meanwhile, Americans are out of work and businesses are suffering. http://politi.co/ak0qSp #tcot"
"822","Want to know how many days until the #Demtaxhikes take effect? Track it here: http://bit.ly/9ur2gk"
"823","Thanks 2 Dems, we are on track to end 2010 w/ huge deficits &amp; start 2011 w/ a massive tax hike, which spells uncertainty for American jobs."
"824","Local biz wary about using govt loans 2 invest and grow, b/c of uncertainty about tax hikes &amp; new health care laws http://bit.ly/8X5W5F"
"825","Americans need relief from high unemployment, high taxes, and massive spending. #tcot #pledge"
"826","Last two years under Pelosi-rule was summed up with last night�s votes: higher taxes and more spending. http://bit.ly/bBiHJo #tcot #congress"
"827","Post election efforts to prevent tax hikes in �11 doesn�t provide relief for unemployed, small biz &amp; taxpayers NOW #demtaxhike #congress"
